id,departure_airport_icao_code,arrival_airport_icao_code,scheduled_runway_departure,actual_runway_departure,scheduled_runway_arrival,actual_runway_arrival
306165152,KPDX,KSEA,2013-08-16 13:37:00,2013-08-16 13:34:00,2013-08-16 14:05:00,2013-08-16 14:06:00
306161990,KOMA,KEWR,2013-08-16 13:37:00,2013-08-16 13:29:00,2013-08-16 15:55:00,2013-08-16 15:50:00
306162761,KORD,KEVV,2013-08-16 13:37:00,2013-08-16 13:35:00,2013-08-16 14:29:00,2013-08-16 14:17:00
306163481,KORD,KSLC,2013-08-16 13:37:00,2013-08-16 13:33:00,2013-08-16 16:46:00,2013-08-16 16:10:00
306131439,KGRR,KCVG,2013-08-16 13:37:00,2013-08-16 13:36:00,2013-08-16 14:21:00,2013-08-16 14:19:00
306131995,KGSP,KORD,2013-08-16 13:37:00,2013-08-16 13:33:00,2013-08-16 15:03:00,2013-08-16 15:02:00
306166685,KPHL,KHPN,2013-08-16 13:37:00,2013-08-16 13:36:00,2013-08-16 14:13:00,2013-08-16 14:15:00
306184356,KTUS,KATL,2013-08-16 13:37:00,2013-08-16 13:38:00,2013-08-16 16:44:00,2013-08-16 16:46:00
306163576,KORD,KXNA,2013-08-16 13:37:00,2013-08-16 13:34:00,2013-08-16 15:04:00,2013-08-16 14:53:00
306122042,KDFW,KSJT,2013-08-16 13:37:00,2013-08-16 13:25:00,2013-08-16 14:18:00,2013-08-16 14:09:00
306138728,KIND,KDFW,2013-08-16 13:37:00,2013-08-16 13:28:00,2013-08-16 15:50:00,2013-08-16 15:31:00
306130445,KGEG,KDEN,2013-08-16 13:37:00,2013-08-16 13:28:00,2013-08-16 15:21:00,2013-08-16 15:12:00
306188924,KXNA,KDFW,2013-08-16 13:37:00,2013-08-16 13:29:00,2013-08-16 14:45:00,2013-08-16 14:37:00
306101688,KATL,KFNT,2013-08-16 13:38:00,2013-08-16 13:40:00,2013-08-16 15:03:00,2013-08-16 15:05:00
306115925,KCLT,KTPA,2013-08-16 13:38:00,2013-08-16 13:43:00,2013-08-16 14:56:00,2013-08-16 14:59:00
306154222,KMEM,KLAX,2013-08-16 13:38:00,2013-08-16 13:51:00,2013-08-16 17:10:00,2013-08-16 17:17:00
306115204,KCLT,KATL,2013-08-16 13:38:00,2013-08-16 13:41:00,2013-08-16 14:23:00,2013-08-16 14:28:00
306176509,KSJC,KDFW,2013-08-16 13:38:00,2013-08-16 13:30:00,2013-08-16 17:06:00,2013-08-16 16:26:00
306115764,KCLT,KPBI,2013-08-16 13:38:00,2013-08-16 13:40:00,2013-08-16 15:05:00,2013-08-16 15:03:00
306108048,KBOS,KIAD,2013-08-16 13:38:00,2013-08-16 13:40:00,2013-08-16 14:52:00,2013-08-16 14:48:00
306154213,KMEM,KIAH,2013-08-16 13:38:00,2013-08-16 13:34:00,2013-08-16 14:54:00,2013-08-16 14:50:00
306165158,KPDX,KSFO,2013-08-16 13:38:00,2013-08-16 14:09:00,2013-08-16 15:25:00,2013-08-16 16:06:00
306115616,KCLT,KLIT,2013-08-16 13:38:00,2013-08-16 13:47:00,2013-08-16 15:10:00,2013-08-16 15:21:00
306137177,KIAH,KCLT,2013-08-16 13:38:00,2013-08-16 13:45:00,2013-08-16 15:38:00,2013-08-16 15:40:00
306174751,KSFO,KMIA,2013-08-16 13:38:00,2013-08-16 13:50:00,2013-08-16 19:09:00,2013-08-16 18:45:00
306169060,KPRC,KIGM,2013-08-16 13:38:00,2013-08-16 13:42:00,2013-08-16 14:05:00,2013-08-16 14:15:00
306391508,KPDX,KRDM,2013-08-16 13:38:00,2013-08-16 14:17:00,2013-08-16 14:18:00,2013-08-16 15:00:00
306115380,KCLT,KDEN,2013-08-16 13:38:00,2013-08-16 13:46:00,2013-08-16 16:35:00,2013-08-16 16:49:00
306171589,KRNO,KSLC,2013-08-16 13:38:00,2013-08-16 13:33:00,2013-08-16 14:39:00,2013-08-16 14:34:00
306148096,KLGA,KPHL,2013-08-16 13:38:00,2013-08-16 13:37:00,2013-08-16 14:11:00,2013-08-16 14:06:00
306118667,KCVG,KLAX,2013-08-16 13:38:00,2013-08-16 13:54:00,2013-08-16 17:48:00,2013-08-16 17:50:00
306157250,KMSP,KFOD,2013-08-16 13:38:00,2013-08-16 15:17:00,2013-08-16 14:15:00,2013-08-16 15:55:00
306115572,KCLT,KJFK,2013-08-16 13:38:00,2013-08-16 13:37:00,2013-08-16 14:55:00,2013-08-16 14:51:00
306140845,KJFK,KLAX,2013-08-16 13:38:00,2013-08-16 13:42:00,2013-08-16 18:46:00,2013-08-16 18:59:00
306122048,KDFW,KSLC,2013-08-16 13:38:00,2013-08-16 13:44:00,2013-08-16 15:56:00,2013-08-16 16:15:00
306115325,KCLT,KCLE,2013-08-16 13:38:00,2013-08-16 14:03:00,2013-08-16 14:50:00,2013-08-16 15:11:00
306146030,KLAS,KSLC,2013-08-16 13:39:00,2013-08-16 13:41:00,2013-08-16 14:31:00,2013-08-16 14:37:00
306135953,KHOU,KDAL,2013-08-16 13:39:00,2013-08-16 13:57:00,2013-08-16 14:19:00,2013-08-16 14:59:00
306171321,KRIC,KPHL,2013-08-16 13:39:00,2013-08-16 13:34:00,2013-08-16 14:30:00,2013-08-16 14:25:00
306147591,KLEX,KATL,2013-08-16 13:39:00,2013-08-16 13:34:00,2013-08-16 14:44:00,2013-08-16 14:30:00
306162135,KONT,KPHX,2013-08-16 13:39:00,2013-08-16 13:41:00,2013-08-16 14:34:00,2013-08-16 14:31:00
306115021,KCLE,KPHL,2013-08-16 13:39:00,2013-08-16 13:28:00,2013-08-16 14:44:00,2013-08-16 14:35:00
306121344,KDFW,KCLT,2013-08-16 13:39:00,2013-08-16 13:41:00,2013-08-16 15:40:00,2013-08-16 15:44:00
306167298,KPHX,KLAX,2013-08-16 13:39:00,2013-08-16 13:47:00,2013-08-16 14:54:00,2013-08-16 14:49:00
306119213,KDAL,KHOU,2013-08-16 13:39:00,2013-08-16 13:40:00,2013-08-16 14:25:00,2013-08-16 14:26:00
306152746,KMCO,KBHM,2013-08-16 13:39:00,2013-08-16 13:39:00,2013-08-16 14:52:00,2013-08-16 14:56:00
306166525,KPHL,KBTV,2013-08-16 13:39:00,2013-08-16 13:59:00,2013-08-16 14:37:00,2013-08-16 14:54:00
306171276,KRIC,KDTW,2013-08-16 13:39:00,2013-08-16 13:40:00,2013-08-16 14:54:00,2013-08-16 14:59:00
306101660,KATL,KFAY,2013-08-16 13:39:00,2013-08-16 15:29:00,2013-08-16 14:33:00,2013-08-16 16:16:00
306163065,KORD,KLNK,2013-08-16 13:39:00,2013-08-16 13:38:00,2013-08-16 14:46:00,2013-08-16 14:46:00
306165073,KPDX,KOAK,2013-08-16 13:39:00,2013-08-16 13:38:00,2013-08-16 15:18:00,2013-08-16 15:35:00
306100942,KASE,KORD,2013-08-16 13:39:00,2013-08-16 13:44:00,2013-08-16 15:51:00,2013-08-16 16:02:00
306116162,KCMH,KORD,2013-08-16 13:39:00,2013-08-16 13:48:00,2013-08-16 14:54:00,2013-08-16 14:39:00
306174622,KSFO,KJFK,2013-08-16 13:39:00,2013-08-16 13:56:00,2013-08-16 18:49:00,2013-08-16 19:11:00
306146626,KLAX,KPHX,2013-08-16 13:39:00,2013-08-16 13:51:00,2013-08-16 14:42:00,2013-08-16 14:52:00
306388369,KMVY,KBOS,2013-08-16 13:39:00,2013-08-16 14:10:00,2013-08-16 14:08:00,2013-08-16 14:35:00
306110102,KBWI,KPHL,2013-08-16 13:39:00,2013-08-16 13:24:00,2013-08-16 14:02:00,2013-08-16 13:50:00
306137732,KIAH,KVPS,2013-08-16 13:39:00,2013-08-16 13:42:00,2013-08-16 14:54:00,2013-08-16 14:52:00
306130444,KGEG,KDEN,2013-08-16 13:39:00,2013-08-16 15:16:00,2013-08-16 15:29:00,2013-08-16 17:03:00
306177228,KSLC,KDTW,2013-08-16 13:39:00,2013-08-16 13:35:00,2013-08-16 16:41:00,2013-08-16 16:41:00
306102965,KAUS,KPHX,2013-08-16 13:39:00,2013-08-16 13:44:00,2013-08-16 15:41:00,2013-08-16 15:41:00
306167119,KPHX,KCLT,2013-08-16 13:39:00,2013-08-16 13:43:00,2013-08-16 17:04:00,2013-08-16 17:17:00
306128342,KFLL,KBOS,2013-08-16 13:39:00,2013-08-16 13:42:00,2013-08-16 16:12:00,2013-08-16 16:19:00
306177719,KSMF,KSLC,2013-08-16 13:39:00,2013-08-16 13:42:00,2013-08-16 14:57:00,2013-08-16 14:53:00
306172510,KSAN,KPHX,2013-08-16 13:39:00,2013-08-16 13:52:00,2013-08-16 14:33:00,2013-08-16 14:45:00
306157708,KMSY,KATL,2013-08-16 13:39:00,2013-08-16 13:42:00,2013-08-16 14:45:00,2013-08-16 14:38:00
306154220,KMEM,KLAS,2013-08-16 13:39:00,2013-08-16 13:58:00,2013-08-16 16:55:00,2013-08-16 17:00:00
306147642,KLFT,KIAH,2013-08-16 13:39:00,2013-08-16 13:29:00,2013-08-16 14:17:00,2013-08-16 14:07:00
306166978,KPHL,KSTL,2013-08-16 13:39:00,2013-08-16 13:43:00,2013-08-16 15:35:00,2013-08-16 15:39:00
306131944,KGSO,KORD,2013-08-16 13:39:00,2013-08-16 13:42:00,2013-08-16 15:04:00,2013-08-16 15:10:00
306170839,KRDU,KDEN,2013-08-16 13:39:00,2013-08-16 14:41:00,2013-08-16 17:00:00,2013-08-16 18:02:00
306146044,KLAS,KSNA,2013-08-16 13:40:00,2013-08-16 13:39:00,2013-08-16 14:25:00,2013-08-16 14:18:00
306162104,KONT,KDEN,2013-08-16 13:40:00,2013-08-16 13:48:00,2013-08-16 15:31:00,2013-08-16 15:41:00
306391137,KTWF,KOAK,2013-08-16 13:40:00,2013-08-16 15:43:00,2013-08-16 14:59:00,2013-08-16 17:05:00
306391191,KBNA,KMKL,2013-08-16 13:40:00,2013-08-16 13:37:00,2013-08-16 14:22:00,2013-08-16 14:26:00
306102465,KATL,KTLH,2013-08-16 13:40:00,2013-08-16 13:48:00,2013-08-16 14:20:00,2013-08-16 14:23:00
306391551,KCPR,KOJC,2013-08-16 13:40:00,2013-08-16 14:19:00,2013-08-16 15:22:00,2013-08-16 15:52:00
306163016,KORD,KLGA,2013-08-16 13:40:00,2013-08-16 13:38:00,2013-08-16 15:17:00,2013-08-16 15:22:00
306153701,KMDW,KSEA,2013-08-16 13:40:00,2013-08-16 13:51:00,2013-08-16 17:22:00,2013-08-16 17:38:00
306127275,KEWR,KSFO,2013-08-16 13:40:00,2013-08-16 13:51:00,2013-08-16 18:55:00,2013-08-16 19:18:00
306391330,KHPN,KACK,2013-08-16 13:40:00,2013-08-16 17:01:00,2013-08-16 14:28:00,2013-08-16 17:48:00
306145787,KLAS,KLAX,2013-08-16 13:40:00,2013-08-16 13:41:00,2013-08-16 14:22:00,2013-08-16 14:35:00
306157743,KMSY,KDAL,2013-08-16 13:40:00,2013-08-16 13:34:00,2013-08-16 14:45:00,2013-08-16 14:52:00
306391561,KMOT,KISN,2013-08-16 13:40:00,2013-08-16 13:58:00,2013-08-16 14:07:00,2013-08-16 14:24:00
306391552,KTEB,KMIA,2013-08-16 13:40:00,2013-08-16 18:13:00,2013-08-16 16:12:00,2013-08-16 20:07:00
306391176,KPDX,KRDM,2013-08-16 13:40:00,2013-08-16 13:35:00,2013-08-16 14:24:00,2013-08-16 14:10:00
306391540,KGTF,KGPI,2013-08-16 13:40:00,2013-08-16 13:38:00,2013-08-16 14:14:00,2013-08-16 14:18:00
306174373,KSFB,KSGF,2013-08-16 13:40:00,2013-08-16 13:34:00,2013-08-16 15:50:00,2013-08-16 15:40:00
306102867,KAUS,KDEN,2013-08-16 13:40:00,2013-08-16 13:40:00,2013-08-16 15:30:00,2013-08-16 15:34:00
306107905,KBOS,KBUF,2013-08-16 13:40:00,2013-08-16 13:46:00,2013-08-16 14:51:00,2013-08-16 14:57:00
306172498,KSAN,KPHL,2013-08-16 13:40:00,2013-08-16 14:00:00,2013-08-16 18:07:00,2013-08-16 18:47:00
306158926,KMYR,KCLT,2013-08-16 13:40:00,2013-08-16 13:43:00,2013-08-16 14:16:00,2013-08-16 14:18:00
306118745,KCVG,KSTL,2013-08-16 13:40:00,2013-08-16 13:41:00,2013-08-16 14:33:00,2013-08-16 14:35:00
306391780,KESC,KIMT,2013-08-16 13:40:00,2013-08-16 13:31:00,2013-08-16 13:56:00,2013-08-16 13:50:00
306110160,KBWI,KSTL,2013-08-16 13:40:00,2013-08-16 14:14:00,2013-08-16 15:29:00,2013-08-16 15:58:00
306177200,KSLC,KDEN,2013-08-16 13:40:00,2013-08-16 13:49:00,2013-08-16 14:38:00,2013-08-16 14:43:00
306162357,KORD,KATL,2013-08-16 13:40:00,2013-08-16 14:37:00,2013-08-16 15:05:00,2013-08-16 16:00:00
306118738,KCVG,KRIC,2013-08-16 13:40:00,2013-08-16 13:42:00,2013-08-16 14:40:00,2013-08-16 14:43:00
306127748,KGPI,KSLC,2013-08-16 13:40:00,2013-08-16 13:35:00,2013-08-16 14:52:00,2013-08-16 14:46:00
306100936,KASE,KDEN,2013-08-16 13:40:00,2013-08-16 13:37:00,2013-08-16 14:11:00,2013-08-16 14:09:00
306146381,KLAX,KJFK,2013-08-16 13:40:00,2013-08-16 13:52:00,2013-08-16 18:36:00,2013-08-16 19:05:00
306391169,KONT,KWJF,2013-08-16 13:40:00,2013-08-16 13:43:00,2013-08-16 14:03:00,2013-08-16 14:16:00
306166563,KPHL,KCLE,2013-08-16 13:40:00,2013-08-16 13:39:00,2013-08-16 14:40:00,2013-08-16 14:34:00
306119290,KDAL,KSAT,2013-08-16 13:40:00,2013-08-16 13:37:00,2013-08-16 14:26:00,2013-08-16 14:21:00
306153658,KMDW,KPDX,2013-08-16 13:40:00,2013-08-16 14:14:00,2013-08-16 17:22:00,2013-08-16 18:06:00
306391697,KATL,KRDU,2013-08-16 13:40:00,2013-08-16 13:49:00,2013-08-16 14:40:00,2013-08-16 14:40:00
306391523,KFAR,KABR,2013-08-16 13:40:00,2013-08-16 14:27:00,2013-08-16 14:09:00,2013-08-16 15:01:00
306115871,KCLT,KSBY,2013-08-16 13:40:00,2013-08-16 14:16:00,2013-08-16 15:06:00,2013-08-16 15:35:00
306128452,KFLL,KLEX,2013-08-16 13:40:00,2013-08-16 13:48:00,2013-08-16 15:37:00,2013-08-16 15:39:00
306109917,KBWI,KCLE,2013-08-16 13:40:00,2013-08-16 14:09:00,2013-08-16 14:31:00,2013-08-16 14:56:00
306119836,KDCA,KPIT,2013-08-16 13:40:00,2013-08-16 13:43:00,2013-08-16 14:17:00,2013-08-16 14:21:00
306146834,KLAX,KSJC,2013-08-16 13:40:00,2013-08-16 13:41:00,2013-08-16 14:30:00,2013-08-16 14:25:00
306118742,KCVG,KSFO,2013-08-16 13:40:00,2013-08-16 13:46:00,2013-08-16 17:50:00,2013-08-16 18:03:00
306391185,KABQ,KLRU,2013-08-16 13:40:00,2013-08-16 14:29:00,2013-08-16 14:37:00,2013-08-16 15:25:00
306108247,KBOS,KPHL,2013-08-16 13:40:00,2013-08-16 13:39:00,2013-08-16 14:40:00,2013-08-16 14:40:00
306173468,KSDF,KSTL,2013-08-16 13:40:00,2013-08-16 13:41:00,2013-08-16 14:30:00,2013-08-16 14:32:00
306389957,KHEF,KBFI,2013-08-16 13:40:00,2013-08-16 14:05:00,2013-08-16 18:29:00,2013-08-16 19:05:00
306391212,KMCI,KRDU,2013-08-16 13:40:00,2013-08-16 14:30:00,2013-08-16 15:37:00,2013-08-16 16:31:00
306164962,KPDX,KBOI,2013-08-16 13:40:00,2013-08-16 13:40:00,2013-08-16 14:38:00,2013-08-16 14:38:00
306152008,KMAF,KLAS,2013-08-16 13:40:00,2013-08-16 13:46:00,2013-08-16 15:32:00,2013-08-16 15:37:00
306121803,KDFW,KMSY,2013-08-16 13:40:00,2013-08-16 13:38:00,2013-08-16 14:54:00,2013-08-16 14:39:00
306173844,KSEA,KATL,2013-08-16 13:40:00,2013-08-16 13:41:00,2013-08-16 17:48:00,2013-08-16 17:54:00
306121687,KDFW,KLGA,2013-08-16 13:40:00,2013-08-16 13:46:00,2013-08-16 17:02:00,2013-08-16 16:39:00
306153709,KMDW,KSLC,2013-08-16 13:40:00,2013-08-16 13:43:00,2013-08-16 16:26:00,2013-08-16 16:43:00
306295812,KBOS,KMHT,2013-08-16 13:40:00,2013-08-16 14:02:00,2013-08-16 13:54:00,2013-08-16 14:24:00
306179018,KSTS,KLAX,2013-08-16 13:40:00,2013-08-16 13:37:00,2013-08-16 15:02:00,2013-08-16 14:55:00
306184360,KTUS,KDEN,2013-08-16 13:40:00,2013-08-16 13:40:00,2013-08-16 15:16:00,2013-08-16 15:20:00
306391550,KASE,KSTS,2013-08-16 13:40:00,2013-08-16 14:07:00,2013-08-16 15:41:00,2013-08-16 16:14:00
306115531,KCLT,KIAH,2013-08-16 13:40:00,2013-08-16 13:44:00,2013-08-16 15:42:00,2013-08-16 15:52:00
306099402,KAMA,KDEN,2013-08-16 13:40:00,2013-08-16 14:05:00,2013-08-16 14:40:00,2013-08-16 15:03:00
306118741,KCVG,KSEA,2013-08-16 13:40:00,2013-08-16 13:43:00,2013-08-16 17:40:00,2013-08-16 17:55:00
306391538,KABI,KADS,2013-08-16 13:40:00,2013-08-16 13:54:00,2013-08-16 14:39:00,2013-08-16 14:45:00
306146631,KLAX,KPHX,2013-08-16 13:40:00,2013-08-16 13:44:00,2013-08-16 14:44:00,2013-08-16 14:41:00
306174549,KSFO,KEWR,2013-08-16 13:40:00,2013-08-16 13:51:00,2013-08-16 18:59:00,2013-08-16 18:57:00
306121094,KDEN,KSLC,2013-08-16 13:40:00,2013-08-16 13:37:00,2013-08-16 14:39:00,2013-08-16 14:44:00
306108309,KBOS,KRIC,2013-08-16 13:40:00,2013-08-16 13:44:00,2013-08-16 15:07:00,2013-08-16 15:11:00
306154163,KMEM,KBOS,2013-08-16 13:40:00,2013-08-16 14:38:00,2013-08-16 15:58:00,2013-08-16 16:59:00
306293209,KOAK,KBUR,2013-08-16 13:40:00,2013-08-16 11:29:00,2013-08-16 15:19:00,2013-08-16 13:00:00
306119541,KDCA,KBOS,2013-08-16 13:40:00,2013-08-16 13:39:00,2013-08-16 14:39:00,2013-08-16 14:38:00
306146615,KLAX,KPHL,2013-08-16 13:40:00,2013-08-16 13:49:00,2013-08-16 18:13:00,2013-08-16 18:40:00
306390494,KMHR,KSDF,2013-08-16 13:40:00,2013-08-16 14:16:00,2013-08-16 17:12:00,2013-08-16 17:58:00
306153556,KMDW,KHOU,2013-08-16 13:40:00,2013-08-16 14:02:00,2013-08-16 16:03:00,2013-08-16 16:07:00
306177706,KSMF,KSEA,2013-08-16 13:40:00,2013-08-16 13:39:00,2013-08-16 15:03:00,2013-08-16 15:01:00
306157322,KMSP,KIWD,2013-08-16 13:40:00,2013-08-16 13:24:00,2013-08-16 14:23:00,2013-08-16 14:07:00
306167626,KPIE,KAVL,2013-08-16 13:40:00,2013-08-16 13:39:00,2013-08-16 14:55:00,2013-08-16 14:59:00
306184880,KTYS,KATL,2013-08-16 13:41:00,2013-08-16 13:42:00,2013-08-16 14:19:00,2013-08-16 14:23:00
306123980,KDSM,KDTW,2013-08-16 13:41:00,2013-08-16 13:36:00,2013-08-16 14:57:00,2013-08-16 14:55:00
306163213,KORD,KMSP,2013-08-16 13:41:00,2013-08-16 13:36:00,2013-08-16 14:35:00,2013-08-16 14:29:00
306172462,KSAN,KMDW,2013-08-16 13:41:00,2013-08-16 14:10:00,2013-08-16 17:04:00,2013-08-16 17:49:00
306154174,KMEM,KCLT,2013-08-16 13:41:00,2013-08-16 13:43:00,2013-08-16 14:59:00,2013-08-16 14:55:00
306166701,KPHL,KIAH,2013-08-16 13:41:00,2013-08-16 14:00:00,2013-08-16 16:41:00,2013-08-16 17:03:00
306137232,KIAH,KDEN,2013-08-16 13:41:00,2013-08-16 14:26:00,2013-08-16 15:45:00,2013-08-16 16:31:00
306172454,KSAN,KLAX,2013-08-16 13:41:00,2013-08-16 14:46:00,2013-08-16 14:25:00,2013-08-16 15:10:00
306170936,KRDU,KPHL,2013-08-16 13:41:00,2013-08-16 13:37:00,2013-08-16 14:34:00,2013-08-16 14:36:00
306166589,KPHL,KCMH,2013-08-16 13:41:00,2013-08-16 13:38:00,2013-08-16 14:46:00,2013-08-16 14:42:00
306152735,KMCO,KATL,2013-08-16 13:41:00,2013-08-16 13:52:00,2013-08-16 14:47:00,2013-08-16 14:59:00
306174739,KSFO,KMDW,2013-08-16 13:41:00,2013-08-16 13:54:00,2013-08-16 17:20:00,2013-08-16 17:45:00
306390664,KRNO,KFAT,2013-08-16 13:41:00,2013-08-16 13:49:00,2013-08-16 14:20:00,2013-08-16 14:17:00
306153666,KMDW,KPHX,2013-08-16 13:41:00,2013-08-16 14:09:00,2013-08-16 16:58:00,2013-08-16 17:15:00
306163686,KORF,KDTW,2013-08-16 13:41:00,2013-08-16 13:35:00,2013-08-16 15:05:00,2013-08-16 15:04:00
306153718,KMDW,KSTL,2013-08-16 13:41:00,2013-08-16 13:53:00,2013-08-16 14:27:00,2013-08-16 14:38:00
306391532,KMHR,KACV,2013-08-16 13:41:00,2013-08-16 13:59:00,2013-08-16 14:45:00,2013-08-16 15:01:00
306172348,KSAN,KAUS,2013-08-16 13:41:00,2013-08-16 13:55:00,2013-08-16 16:06:00,2013-08-16 16:19:00
306153692,KMDW,KSAN,2013-08-16 13:41:00,2013-08-16 13:49:00,2013-08-16 17:28:00,2013-08-16 17:25:00
306174652,KSFO,KLAS,2013-08-16 13:41:00,2013-08-16 15:52:00,2013-08-16 14:54:00,2013-08-16 17:01:00
306177594,KSMF,KACV,2013-08-16 13:41:00,2013-08-16 13:40:00,2013-08-16 14:33:00,2013-08-16 14:27:00
306391462,KIAH,KMCI,2013-08-16 13:41:00,2013-08-16 13:44:00,2013-08-16 15:17:00,2013-08-16 15:23:00
306115884,KCLT,KSEA,2013-08-16 13:41:00,2013-08-16 14:09:00,2013-08-16 18:18:00,2013-08-16 19:02:00
306115391,KCLT,KDFW,2013-08-16 13:41:00,2013-08-16 13:53:00,2013-08-16 15:53:00,2013-08-16 16:05:00
306153579,KMDW,KLAS,2013-08-16 13:41:00,2013-08-16 14:08:00,2013-08-16 16:57:00,2013-08-16 17:18:00
306155368,KMIA,KIND,2013-08-16 13:41:00,2013-08-16 13:36:00,2013-08-16 16:15:00,2013-08-16 16:00:00
306155275,KMIA,KDCA,2013-08-16 13:41:00,2013-08-16 14:13:00,2013-08-16 16:00:00,2013-08-16 16:21:00
306390276,KMKE,KMEM,2013-08-16 13:41:00,2013-08-16 12:58:00,2013-08-16 15:13:00,2013-08-16 14:14:00
306146687,KLAX,KSAN,2013-08-16 13:41:00,2013-08-16 13:34:00,2013-08-16 14:26:00,2013-08-16 14:03:00
306166663,KPHL,KEWR,2013-08-16 13:41:00,2013-08-16 16:20:00,2013-08-16 14:02:00,2013-08-16 16:51:00
306173016,KSBA,KPHX,2013-08-16 13:41:00,2013-08-16 13:37:00,2013-08-16 14:55:00,2013-08-16 14:50:00
306110107,KBWI,KPHX,2013-08-16 13:41:00,2013-08-16 13:46:00,2013-08-16 18:10:00,2013-08-16 18:04:00
306391268,KGTF,KMEM,2013-08-16 13:42:00,2013-08-16 13:30:00,2013-08-16 16:36:00,2013-08-16 16:20:00
306140618,KJFK,KAUS,2013-08-16 13:42:00,2013-08-16 13:59:00,2013-08-16 17:10:00,2013-08-16 17:24:00
306390716,KPHX,KONT,2013-08-16 13:42:00,2013-08-16 13:11:00,2013-08-16 14:30:00,2013-08-16 14:04:00
306391537,KGEG,KPDT,2013-08-16 13:42:00,2013-08-16 14:50:00,2013-08-16 14:34:00,2013-08-16 15:40:00
306153552,KMDW,KGEG,2013-08-16 13:42:00,2013-08-16 13:56:00,2013-08-16 16:57:00,2013-08-16 17:16:00
306158945,KMYR,KPHL,2013-08-16 13:42:00,2013-08-16 13:44:00,2013-08-16 14:56:00,2013-08-16 14:53:00
306174216,KSEA,KSFO,2013-08-16 13:42:00,2013-08-16 14:25:00,2013-08-16 15:20:00,2013-08-16 16:22:00
306102910,KAUS,KIAH,2013-08-16 13:42:00,2013-08-16 13:39:00,2013-08-16 14:14:00,2013-08-16 14:13:00
306154240,KMEM,KMSP,2013-08-16 13:42:00,2013-08-16 13:49:00,2013-08-16 15:16:00,2013-08-16 15:27:00
306102417,KATL,KSHV,2013-08-16 13:42:00,2013-08-16 13:45:00,2013-08-16 15:11:00,2013-08-16 15:08:00
306390499,KBFI,KSDF,2013-08-16 13:42:00,2013-08-16 13:54:00,2013-08-16 17:19:00,2013-08-16 13:06:00
306097333,KABQ,KDFW,2013-08-16 13:42:00,2013-08-16 13:43:00,2013-08-16 15:20:00,2013-08-16 15:04:00
306176535,KSJC,KLAX,2013-08-16 13:42:00,2013-08-16 13:37:00,2013-08-16 14:31:00,2013-08-16 14:32:00
306182495,KTLH,KATL,2013-08-16 13:42:00,2013-08-16 13:42:00,2013-08-16 14:28:00,2013-08-16 14:24:00
306391321,KSEA,KMEM,2013-08-16 13:42:00,2013-08-16 13:36:00,2013-08-16 17:17:00,2013-08-16 17:08:00
306154265,KMEM,KSAT,2013-08-16 13:42:00,2013-08-16 13:41:00,2013-08-16 15:27:00,2013-08-16 15:19:00
306154967,KMFR,KLAX,2013-08-16 13:42:00,2013-08-16 13:39:00,2013-08-16 15:39:00,2013-08-16 15:39:00
306118711,KCVG,KORD,2013-08-16 13:42:00,2013-08-16 13:36:00,2013-08-16 15:01:00,2013-08-16 14:18:00
306162353,KORD,KATL,2013-08-16 13:42:00,2013-08-16 14:01:00,2013-08-16 15:04:00,2013-08-16 15:25:00
306118690,KCVG,KMSP,2013-08-16 13:42:00,2013-08-16 13:40:00,2013-08-16 15:12:00,2013-08-16 15:05:00
306115850,KCLT,KROA,2013-08-16 13:42:00,2013-08-16 13:55:00,2013-08-16 14:19:00,2013-08-16 14:22:00
306174039,KSEA,KLAX,2013-08-16 13:42:00,2013-08-16 13:55:00,2013-08-16 15:52:00,2013-08-16 16:16:00
306162890,KORD,KIAH,2013-08-16 13:42:00,2013-08-16 13:38:00,2013-08-16 16:05:00,2013-08-16 15:39:00
306153616,KMDW,KMEM,2013-08-16 13:42:00,2013-08-16 14:29:00,2013-08-16 14:56:00,2013-08-16 15:38:00
306162514,KORD,KCID,2013-08-16 13:42:00,2013-08-16 13:51:00,2013-08-16 14:24:00,2013-08-16 14:25:00
306108024,KBOS,KEWR,2013-08-16 13:42:00,2013-08-16 13:43:00,2013-08-16 14:39:00,2013-08-16 14:28:00
306102984,KAUS,KSLC,2013-08-16 13:43:00,2013-08-16 13:42:00,2013-08-16 16:15:00,2013-08-16 16:17:00
306183199,KTPA,KMIA,2013-08-16 13:43:00,2013-08-16 13:32:00,2013-08-16 14:44:00,2013-08-16 14:09:00
306140259,KJAX,KTPA,2013-08-16 13:43:00,2013-08-16 12:59:00,2013-08-16 14:33:00,2013-08-16 13:46:00
306106424,KBNA,KIAD,2013-08-16 13:43:00,2013-08-16 13:45:00,2013-08-16 15:05:00,2013-08-16 15:02:00
306145748,KLAS,KIAD,2013-08-16 13:43:00,2013-08-16 13:39:00,2013-08-16 17:39:00,2013-08-16 17:52:00
306140241,KJAX,KMIA,2013-08-16 13:43:00,2013-08-16 13:52:00,2013-08-16 15:01:00,2013-08-16 14:55:00
306166904,KPHL,KPWM,2013-08-16 13:43:00,2013-08-16 13:39:00,2013-08-16 14:47:00,2013-08-16 14:39:00
306126952,KEWR,KDCA,2013-08-16 13:43:00,2013-08-16 13:53:00,2013-08-16 14:21:00,2013-08-16 14:36:00
